AT,GQ,HB,HD,HF,HG,HI,HM,HO,HQ,HV,HX,HY,IA,ID,IF,IH,IN,IR,LC,LE,LG,LH,LI,NI,OT,SF,TL,UW,WT,YU,AAN,ACE,GC
1893.377949,0,1458,1410,0,0,67,242,923,1056,100,1152.152424,1119.33596,300,1406,772,82,85,950,813,553,763,19.890511,50,252,122,76,282,135,72,0,927.999042,1151.726057,-0.256578
3651.08131,80,2243,2489,1129,11,464,263,748,1045,100,1147.503441,1117.307792,52,2358,561,117,69,604,1298,711,623,14.808652,49,314,164,144,86,84,66,0,495.77762,1063.121129,5.613018
2765.424671,117,2187,2152,157,72,143,623,1482,1453,97.778952,1085.415536,1045.732067,350,875,1844,140,138,1333,1050,481,522,9.956132,65,200,146,88,84,50,46,1,1654.448308,1258.827693,10.764164
3953.43257,102,3913,4074,193,28,454,940,2185,2331,100,1109.60093,1079.271015,536,3213,1711,220,309,2100,2770,1831,2051,22.637969,255,410,374,324,283,199,176,0,2203.965268,1662.624696,4.086588
1667.452855,30,2221,2136,0,0,17,322,1791,1905,95.847638,1148.584558,1115.29716,719,1444,2059,146,0,1766,972,511,596,8.906157,22,208,134,78,160,66,50,0,851.0308,1242.20755,-1.620401
6199.573106,0,6976,7419,25,117,908,1150,2165,3318,99.687825,1120.73804,1090.658359,413,5645,2048,371,213,2656,3806,1923,2086,15.588103,219,878,458,314,269,221,212,0,2618.740605,3650.249552,6.39871
263.142168,0,2115,2042,70,17,55,606,1715,1645,12.466276,1082.292517,1054.050481,480,823,2269,153,72,1406,1043,355,239,4.237589,14,166,126,108,38,38,30,0,1119.380343,1608.243035,0
1683.026136,60,8509,7946,135,647,281,2702,8291,6989,80.786536,1072.902749,1007.779038,1926,3174,7828,878,96,5043,11671,10208,12045,50.707249,1753,2070,1006,914,864,742,660,0,6209.490494,5986.444306,1.455374
1569.861307,186,9224,8681,568,522,403,2906,7875,7244,79.279809,1104.002796,985.232916,1745,2807,9218,796,176,5931,9065,8166,11567,45.917193,1733,1964,1626,820,1911,1433,1144,0,8306.489506,9433.686126,55.32199
3329.637738,0,938,998,87,9,124,270,610,553,100,1059.663567,1042.266617,117,444,703,48,68,457,548,442,523,24.73983,76,210,96,42,161,66,35,0,394.350081,560.525621,12.448133
3203.030178,98,7446,7422,351,85,832,1744,4823,4730,100,1136.872231,1073.862924,1281,4860,4955,460,514,3975,4123,3259,4033,22.521919,430,1238,666,446,1092,569,239,0,3341.253845,4532.006528,4.72372
1415.354651,0,548,529,13,41,34,152,411,382,100,1106.361132,1062.897353,106,299,440,30,53,347,250,190,272,19.810634,35,46,42,36,73,26,22,1,247.486363,327.89679,0.973574
1944.603112,0,763,723,50,133,85,351,721,466,97.323543,901.008688,850.719794,123,86,727,68,64,321,853,688,768,45.283019,171,106,100,94,98,45,41,1,710.253856,457.504809,1.48416
1750.825258,0,2480,2500,218,38,306,642,1622,1435,100,1112.365018,1052.703924,279,1913,1412,151,97,1244,1586,1160,1465,25.938385,304,398,370,196,429,271,109,0,1146.116013,1601.274665,7.665566
2619.120089,90,4552,4403,262,151,534,2230,5051,3275,90.384103,1003.111777,901.678423,746,1326,4771,350,394,2243,5874,5404,7772,65.503582,1728,1154,850,662,2313,1352,773,0,4694.587633,3799.03089,6.112043
1915.370971,48,10108,9611,298,531,451,3067,7434,7160,92.621386,1107.958296,1027.676176,1684,2950,10330,610,439,6164,5611,3208,3137,12.59182,408,620,546,498,334,321,257,0,6538.18019,8974.311289,2.375685
307.340031,0,563,556,0,0,6,131,396,429,36.415169,1106.95591,1089.36368,137,355,410,28,16,405,242,87,51,3.471749,0,50,46,30,12,10,8,0,260.711585,453.944488,11.653241
4923.003484,0,5040,5092,84,766,975,1201,2754,2616,100,1120.334201,1052.496586,422,4928,1954,294,247,2139,2970,1773,2090,19.337528,480,800,768,310,594,322,131,0,2468.441438,3210.548811,4.252981
7648.813809,2,4055,4254,927,1809,1107,1094,2320,1965,100,1134.466863,948.831155,230,3563,1572,326,87,1273,3139,2146,2521,30.040515,787,712,614,256,482,263,209,0,2296.028115,2741.793638,9.648213
2756.013769,103,3238,3325,199,2156,881,1191,2343,1711,100,1083.282884,845.736004,336,2069,1625,324,161,1245,2853,2424,3088,44.812074,865,420,400,344,451,359,350,1,1732.707224,1816.911999,-5.215881
2848.743284,153,5288,5606,645,719,1277,1981,4453,2798,98.466071,1059.140058,938.99883,430,3426,2935,591,213,2017,6084,5206,6203,54.033101,1469,1928,1306,436,1577,578,405,0,3947.733169,4252.700131,17.024151
2574.840952,90,4161,3995,332,369,384,1489,3176,2717,100,1093.926682,1024.431217,561,2225,3036,215,457,2211,3507,2891,3252,33.650662,631,582,496,444,676,670,315,0,2126.301368,1787.070693,2.553787
1142.257675,71,2380,2293,115,586,301,1153,2172,1464,90.961971,886.900689,812.327325,273,187,2868,278,122,1119,1244,599,583,11.064718,104,330,166,98,50,42,34,0,3121.893867,1633.398531,2.903908
1257.293381,60,6683,6510,346,133,341,1923,4916,4884,78.13902,1141.973587,1059.894205,1344,2659,6338,389,585,4299,3777,1453,1417,8.325499,117,492,460,284,193,150,126,0,5190.606151,5114.738056,2.673841
1832.873529,202,15099,14852,963,1318,1479,5834,10939,9174,87.988709,1092.515523,956.458714,1783,3360,14281,1183,875,7612,8325,4019,3921,11.908884,559,1782,1040,568,371,276,272,0,10355.51918,10111.03562,4.969263
3891.613101,0,455,462,19,0,56,109,191,242,100,1076.7976,1072.902158,36,346,173,22,28,189,314,230,220,23.939064,16,74,36,28,27,18,18,1,217.515829,162.702055,-4.820416
2235.448506,82,3137,3042,77,172,159,1125,2879,2421,100,1049.233265,985.253594,536,768,3350,228,124,1707,2812,2428,3024,37.715141,423,394,366,336,570,569,346,0,2795.658696,2816.023871,-8.835908
5588.766554,0,2121,2142,7,20,390,639,1352,1080,100,1103.592105,1046.632291,138,1692,723,176,120,756,2475,2143,2220,51.412691,246,840,220,182,393,282,181,0,919.694026,806.915599,12.199506
3071.59506,69,9563,9484,268,43,650,1689,5764,6495,100,1153.217489,1108.978352,1686,8951,4318,560,499,5833,6217,4333,4735,19.789359,509,1470,1288,766,937,754,411,0,2940.908909,3038.10268,6.46714
2445.375918,168,14631,13812,879,173,729,4402,13322,10888,100,1146.033296,1059.921355,3259,10675,9842,1176,876,8693,19159,16746,18407,48.688039,2910,4108,3652,2144,4859,3432,1168,0,6150.916094,5924.361553,2.55031
2352.122818,258,7566,7414,506,864,995,3182,6933,4937,100,1037.438556,930.862202,1045,2461,7050,575,630,3521,7638,6878,9129,49.651909,1604,1930,1068,608,1752,1505,839,0,5987.748687,5937.063365,8.697965
1919.240288,0,1007,991,0,0,28,244,626,762,100,1118.198636,1079.5121,162,436,745,45,40,718,695,578,832,31.598937,59,130,108,74,180,86,83,0,919.247383,833.641988,10.464241
2101.202942,225,7704,7434,274,225,308,1927,5524,5798,87.429019,1125.642942,1071.391489,1271,3793,6775,412,305,5133,3796,2575,2991,15.001505,280,912,448,356,670,333,223,0,4491.057325,4185.661882,1.580696
1788.289388,0,3586,3354,0,7,53,907,3634,3239,63.22424,1123.332745,1061.448021,1208,1201,4158,256,16,2619,3513,3242,5223,45.58785,498,714,600,292,1522,833,741,0,2126.73112,3348.920039,13.247712
1838.352732,0,2050,2064,0,150,200,908,1920,1423,100,1003.238143,939.749358,329,466,2246,101,190,964,1739,1606,2473,49.469894,485,384,292,244,703,688,238,0,1632.338253,1604.804693,4.634475
1292.219135,170,3584,3332,226,206,169,1282,3554,2786,81.219505,1021.131216,953.480997,772,1009,3668,416,90,2102,5105,4391,5051,51.677921,913,1040,1020,466,481,390,346,0,3604.787322,2519.106241,4.978152
3467.710346,0,1867,1874,7,505,255,639,1305,1158,100,1088.740595,992.501609,237,1016,1184,112,146,1004,1270,881,1007,24.102441,159,210,172,136,167,160,87,0,1039.587492,1241.676579,8.631483
1859.302351,0,8098,7497,0,460,385,2936,7224,6349,89.194639,1017.577372,946.028433,2055,1892,8256,920,144,5319,11786,10044,10674,47.320122,1935,2242,1786,1398,932,586,564,0,6022.752229,6716.491021,7.832138
3039.498275,0,4554,4537,104,450,299,953,3053,3314,98.751097,1138.482639,1085.264054,978,3519,2672,273,293,3267,2994,1383,1558,13.075955,191,510,370,222,216,195,144,0,2905.98826,3490.276803,5.415355
203.227618,0,134,126,0,0,0,20,115,110,0,1092.864655,1092.864655,39,58,135,0,0,96,64,21,28,7.427056,0,20,16,8,6,6,5,0,74.584751,110.704608,0
462.081693,45,3482,3356,125,744,351,1613,2739,2232,37.830043,1039.747577,902.994126,470,345,4039,275,231,1802,1375,419,265,3.373647,31,308,208,98,33,21,20,0,2676.507038,1947.355021,13.736921
3718.809246,60,5377,5447,166,113,654,1036,2985,3183,100,1135.140812,1098.546783,709,5210,1922,314,241,2664,3641,2588,2731,22.129487,334,822,798,360,491,344,214,0,1498.2122,1660.490086,3.869956
3963.529004,0,9128,9298,781,127,1639,1906,5175,4743,100,1163.16187,1088.660881,1075,8949,2749,650,335,3721,6627,4827,4898,24.539078,537,1502,1340,732,824,405,379,0,2330.625321,2690.917021,5.298459
411.282122,35,895,888,243,13,32,205,622,728,100,1129.028457,1082.998593,141,529,635,60,22,772,954,652,779,29.904031,118,182,156,118,94,86,71,0,413.927172,695.553694,-1.763244
2158.530669,17,3578,3438,109,110,143,919,2551,2602,100,1116.793926,1068.061795,632,1817,3118,211,171,2375,1842,991,949,10.503597,183,328,236,154,125,100,58,0,2269.968731,2407.39036,4.857355
2635.387406,60,2681,2624,344,631,345,919,1915,1601,100,1093.679655,976.688599,329,1425,2011,182,194,1231,1875,1511,1839,30.583735,299,302,294,210,259,203,179,0,2336.874192,1901.041226,8.382967
2023.341845,0,2390,2376,789,79,221,590,1470,1537,76.980486,1109.905335,1066.73769,322,1814,1389,128,167,1356,1494,1154,1327,24.317391,158,324,310,134,215,163,132,0,1354.317744,1714.986853,9.385163
1765.775235,30,2186,2157,47,1853,430,1090,2093,1235,100,924.591604,808.661943,265,722,1792,201,137,896,1818,1570,1937,39.482267,408,340,302,168,501,180,157,0,1956.914919,1606.240897,5.071629
2743.815894,60,4121,4142,156,374,320,1174,2616,2766,100,1123.160604,1048.489771,551,2211,2820,200,306,2502,2760,1768,1924,19.634657,346,422,408,258,410,213,140,0,2599.780242,2772.94318,9.271255
2098.320948,0,5136,4955,0,21,98,1293,4041,4370,72.573608,1114.169406,1049.733524,1356,1778,4923,370,16,4370,4371,3778,5497,34.957075,607,678,590,522,635,546,530,0,3772.560922,3971.451268,19.045462
73.601248,0,94,92,833,20,0,10,58,84,3.857339,1155.521037,1155.521037,24,48,273,0,0,106,103,46,37,3.510436,0,44,18,14,7,6,6,0,34.077572,257.197822,-0.140898
2150.332872,0,13387,12835,16,275,620,4096,11259,10274,95.787162,1086.626927,995.504053,3161,4160,14186,1216,239,8631,11626,8988,10598,29.611623,1661,1948,1878,1026,840,690,494,0,10289.40921,12156.61394,-0.723037
3736.630708,0,2799,2686,73,114,322,877,2177,1815,100,1074.128475,1028.60566,404,1850,1729,200,162,1542,2663,2318,2818,41.791487,468,876,742,222,912,453,146,0,1751.307048,1590.49679,7.887931
2361.20419,0,715,695,0,7,76,223,553,471,100,1047.626853,1028.140338,58,439,452,53,66,388,735,645,744,43.559719,138,226,116,68,142,114,89,0,444.525997,399.059052,12.94964
600.406882,0,967,918,0,34,40,246,664,753,27.756556,1097.908202,1069.73269,220,484,924,46,30,777,315,113,104,3.903904,0,70,48,40,15,13,11,0,412.600245,455.469465,26.273299
1889.978987,0,1377,1333,41,0,73,230,931,1020,100,1146.521433,1116.37889,317,1294,801,63,103,950,741,503,723,19.873557,76,170,146,114,215,144,66,0,851.21122,1139.548891,2.626011
2315.187582,0,4442,4368,211,184,400,1018,2875,2908,100,1157.03118,1073.47434,782,3645,2497,243,297,2572,2801,2039,2438,22.808495,318,626,592,320,428,403,349,0,2507.39838,3310.750534,6.122591
1862.707313,0,749,742,131,116,85,353,753,502,100,907.094983,889.735672,92,148,789,58,62,332,690,594,732,40.962507,182,76,72,70,105,58,42,0,829.364148,667.733574,0
435.484854,105,455,432,137,0,34,204,416,282,35.773252,994.373919,935.017601,55,47,629,9,80,177,213,83,71,6.787763,6,56,30,26,20,12,8,0,354.073079,308.764288,11.962679
169.058371,0,609,589,0,0,11,151,426,468,24.469164,1094.695368,1077.654386,109,349,439,35,15,378,287,108,78,5.141727,8,46,46,36,23,11,10,0,217.225689,458.746584,11.879912
371.241843,0,473,477,13,0,11,105,292,343,40.06726,1085.069657,1080.414526,69,277,347,25,15,307,231,95,72,6.266319,7,40,36,18,17,11,10,0,169.341232,352.380247,-0.528613
1241.729265,0,1120,1091,0,33,42,374,1019,879,82.030848,1023.192935,990.461219,239,373,1110,126,0,632,1161,1037,1338,44.437064,244,156,128,120,319,108,102,0,1100.737223,1029.692079,-12.194206
2144.644919,60,3574,3405,95,388,151,1223,3745,2892,98.037846,1060.74564,983.317803,713,1041,3946,300,36,2036,4152,3857,5254,52.979732,944,768,642,600,666,604,517,0,2599.23293,3373.825321,-6.913513
1378.990272,163,4980,4848,151,87,246,1705,4395,3858,85.859522,1100.744125,1030.064954,768,1764,5026,286,215,3056,3991,3526,4883,38.433688,766,668,650,400,1726,776,307,0,3403.310336,3162.6398,-0.930872
2146.625493,0,579,557,0,0,8,136,502,496,80.203264,1078.475581,1054.970808,174,235,584,31,0,374,487,432,574,33.685446,57,80,56,44,138,79,60,0,441.571794,578.773381,0
12.238826,0,23,25,0,0,0,8,25,17,1.865411,1056.70936,1056.70936,6,7,18,0,0,20,33,23,41,46.590909,0,10,10,6,22,7,5,0,13.8095,28.546527,12.311853
844.654608,0,1033,987,0,27,49,386,936,796,88.328694,1042.155815,1003.166659,130,241,1164,54,37,580,865,786,1002,40.386941,168,128,74,58,513,120,52,0,644.43335,820.00738,6.012579
4853.829377,0,4432,4442,60,916,762,1015,2167,2377,100,1128.925392,1042.460853,289,3779,1589,282,116,1795,3125,2238,2523,27.447781,504,678,618,362,384,373,344,0,2245.442644,2170.127404,14.593645
2382.405186,333,8970,8897,1249,27,593,1510,5918,5905,99.702939,1147.32802,1100.100209,1806,8807,4093,521,536,5204,6509,4750,5465,24.019866,742,1608,918,788,1132,774,637,0,3318.934668,3398.563169,5.259946
982.304535,30,6811,6308,97,226,278,2336,6741,5470,73.696517,1109.176637,970.953681,1494,2205,6850,599,197,4105,10032,9054,11184,58.656317,2695,2700,1770,762,2669,1539,943,1,5656.977947,5098.349064,11.730623
945.492584,0,977,940,0,0,6,205,806,827,52.446631,1090.226031,1080.510297,335,279,1212,73,0,898,432,192,203,6.777963,23,52,52,40,18,17,16,0,936.494979,794.06048,1.57001
1082.184017,154,4028,3937,246,192,231,1415,2903,2750,97.845255,1097.234993,1009.215495,610,884,4371,213,318,2317,1829,835,631,6.521964,121,410,262,178,126,67,48,0,3077.597777,2898.134817,-0.072294
3472.905492,0,2888,2728,0,384,190,1298,3203,2272,100,890.014896,839.496297,571,527,3040,373,29,1563,4297,4045,5521,71.247903,1534,784,604,318,1616,591,324,0,2964.655252,2753.949903,-0.068297
2722.33205,0,1384,1276,15,62,172,624,1478,849,100,1024.319273,954.090957,136,770,1011,138,82,548,1687,1551,1730,53.149002,316,422,304,168,345,231,205,0,912.3582,969.349008,2.947137
5156.029894,0,1520,1551,0,58,185,431,842,906,100,1090.758336,1018.602965,99,934,757,109,58,844,1048,773,963,29.476584,206,214,204,116,124,114,84,0,990.812627,1123.21299,7.787713
1348.923482,0,2793,2656,47,55,73,817,2089,2103,100,1107.249961,1047.36031,520,1087,2696,190,75,1765,2025,1396,1497,21.413246,177,316,302,286,206,201,132,0,1481.420783,1480.346615,4.976482
1655.289022,0,320,321,0,0,16,47,208,210,100,1133.23462,1120.330442,63,340,108,18,26,186,158,107,85,11.010363,7,68,22,18,22,16,14,0,95.579068,65.732391,-3.518164
2247.893115,0,7373,6883,36,289,613,3337,8333,5702,90.207563,1062.291749,879.451179,1183,1401,8383,671,309,3737,9389,8978,12841,67.527345,3043,2398,2348,1564,2035,1998,1985,0,8526.617949,7491.934818,1.986973
133.653381,0,375,352,0,0,0,97,308,329,13.37155,1067.392187,1066.485434,118,124,496,22,0,299,168,66,74,6.660666,0,30,24,20,23,9,9,0,311.476795,287.255442,1.75187
760.176146,0,8087,7669,81,181,205,2172,5725,6074,49.411305,1119.161579,1044.951179,1751,1735,9013,473,200,5555,3594,1173,1048,5.031205,66,686,642,206,119,104,95,0,5175.347759,5363.203987,1.324944
6.468447,0,56,71,10,0,10,24,25,7,21.448317,699.924394,699.924394,0,0,50,0,0,5,16,5,0,0,0,8,0,0,5,0,0,0,34.863061,31.141215,14.528809
2635.540911,0,1606,1504,0,133,177,669,1595,1006,99.743904,948.39734,875.649089,210,481,1473,186,47,706,1867,1570,1724,45.024811,398,390,228,194,329,278,113,0,1208.079154,1645.939226,20.640684
556.509269,30,5943,5733,196,225,311,1779,4303,4307,82.006331,1155.215233,1037.495989,1179,1566,6487,339,314,3832,2697,1215,1098,7.224635,164,508,408,272,377,108,77,0,4072.018819,4544.284138,5.13628
573.643934,60,1445,1409,193,12,43,281,913,986,48.324808,1145.282139,1092.401489,251,845,1159,75,68,875,577,338,400,10.917031,22,106,80,58,91,49,46,0,768.858543,795.960439,-2.280863
1849.423511,68,2114,1922,174,5,49,491,1755,1769,49.872229,1073.42638,1022.123263,503,799,1899,173,0,1741,3209,2799,3016,46.665635,573,654,372,326,257,253,189,0,1431.099036,2049.134524,33.381979
1676.580818,0,1730,1607,0,0,17,278,971,1461,13.386766,1081.986478,1081.986478,242,919,1065,127,0,1394,2206,1824,2009,42.383966,227,632,352,226,241,122,104,1,1040.365803,1493.846635,419.261577
208.644226,0,267,259,0,0,0,56,267,242,0,1126.639928,1115.941172,129,122,327,22,0,243,255,148,163,17.951542,14,36,28,26,23,17,16,0,240.275123,223.138555,-1.851852
1686.290336,0,1957,1883,32,83,7,323,1620,1714,60.885858,1155.465638,1102.199426,711,870,2105,157,19,1664,1364,869,1032,16.52522,89,214,144,116,173,109,104,0,1627.704978,1117.480525,24.325466
2038.000532,168,3737,3683,360,137,252,1043,2675,2513,100,1163.1537,1065.128275,483,2276,2776,210,277,2204,2349,1749,2201,23.771466,287,518,368,222,366,235,170,0,2259.26995,2820.166091,3.741462
2627.316051,90,2821,2786,418,591,350,1020,2637,1794,87.046665,1016.257439,938.063143,366,1454,1963,343,146,1361,3580,3244,4042,57.586551,1013,578,524,226,1506,398,233,0,2198.043311,2493.190192,29.105058
2795.946571,90,7666,7569,238,79,795,1800,5563,4995,100,1167.399105,1090.625034,1310,6573,3725,549,428,4543,5552,4258,4907,25.436732,583,1054,920,550,1268,975,366,0,2293.055221,1653.697142,1.662502
3686.421646,52,3739,3733,337,21,306,611,2078,2414,100,1147.312005,1103.480211,584,3559,1473,205,285,2185,2333,1553,1602,17.583141,213,610,372,318,366,190,123,0,1131.651162,792.22707,7.36669
2023.508959,0,3888,3839,6,20,313,936,2733,2586,93.074548,1116.178,1051.695365,481,2571,2168,326,110,1966,4204,3697,4947,51.736038,844,1020,494,332,1321,703,519,0,2053.930018,3341.685531,19.227882
800.361067,0,1042,1070,0,23,29,342,779,731,61.888542,1083.175977,1038.343695,108,309,1134,35,86,526,308,130,86,3.611928,13,62,60,42,26,16,11,0,530.829289,1056.484728,11.984884
3808.949125,0,1957,1898,122,19,127,460,1471,1460,100,1125.517681,1081.93805,494,1487,1261,121,127,1400,1634,1163,1372,25.313653,199,336,214,158,203,202,200,0,1207.851218,1071.074482,4.335578
3380.920016,63,4598,4298,51,1190,321,2373,6069,3873,86.243912,883.992238,821.314962,1334,788,5610,626,9,2995,6659,6301,10399,73.877522,2615,2624,1026,364,3904,2301,730,0,5587.987606,5097.623564,0.747473
5.200815,0,19,32,246,0,6,7,24,16,2.930844,1069.889461,1069.889461,10,19,34,0,0,32,26,18,14,16.470588,0,8,8,6,6,5,5,0,4.590141,42.865286,0
2799.843733,30,4975,4969,183,77,443,1353,3151,3105,94.81045,1111.715124,1057.993616,711,2551,3474,240,370,2561,3111,1894,2081,18.5953,264,514,458,394,523,203,196,0,4555.232905,2960.437894,13.032855
199.864382,0,214,204,0,0,0,50,155,179,0,1083.410606,1061.983558,51,103,206,13,0,189,107,42,34,5.422648,0,32,18,14,10,9,6,0,126.100031,188.978789,41.292534
1124.876588,0,2345,2236,0,86,40,468,1258,1871,52.001054,1064.523094,1060.168427,338,828,1905,144,0,1833,1342,958,1356,21.825205,133,230,172,150,219,162,148,1,1728.896359,1852.567168,0
5074.650817,0,1718,1755,0,0,143,262,768,1074,100,1121.010027,1101.676576,154,1641,698,74,78,999,997,505,608,15.759461,71,268,230,90,282,88,31,0,835.885819,896.625759,5.912484
2399.335201,91,10383,9913,140,500,311,3138,9601,8469,92.908873,1110.780912,1019.377653,2470,3627,10542,871,105,6560,9737,8736,12492,42.459468,1655,2104,1526,994,2022,1936,1706,1,7851.110028,9896.42512,-4.939891
2375.054535,0,5953,5828,101,152,404,1620,4097,4069,100,1120.291402,1060.172745,836,3650,4119,354,348,3681,4094,3065,3327,23.191133,615,960,718,454,671,582,269,0,2602.018129,2591.295891,6.952819
564.696261,0,1061,1029,0,0,28,369,849,777,27.968116,1073.977593,1020.758644,195,319,1084,62,48,677,474,209,152,5.817069,8,188,72,32,46,24,15,0,563.107113,700.087755,0
2557.74599,0,1952,1888,67,26,85,476,1414,1406,100,1111.48019,1080.299149,401,1559,1133,126,123,1274,1433,1103,1194,24.009652,197,302,280,168,339,262,122,0,1063.036325,1119.682331,7.308492
2929.9199,0,1913,1853,97,0,134,392,1339,1321,100,1142.714885,1101.892437,410,1804,942,130,131,1104,1380,978,1007,20.883451,138,386,180,148,306,185,56,0,756.294132,1049.356919,6.027566
2317.125006,0,3513,3448,0,51,150,881,2213,2506,100,1107.399838,1073.300031,483,1909,2794,175,161,2283,1237,604,619,7.235535,48,232,194,114,136,60,49,0,1813.658591,1837.644946,1.972836
664.571126,56,2396,2314,212,30,92,690,1775,1809,57.347442,1108.74497,1058.142502,521,834,2623,143,128,1699,960,408,310,4.883428,8,280,156,86,78,74,21,0,1512.249589,1964.04891,7.175641
3297.931217,60,5538,5523,217,271,758,1312,3407,3409,100,1117.742725,1060.198808,708,3745,3483,280,356,2843,3432,2653,3306,25.608056,598,716,654,400,1194,495,146,0,2615.545099,3300.638257,10.302044
1220.057102,0,2152,2106,82,67,177,649,1566,1468,100,1078.95225,1042.803264,283,1104,1581,115,190,1145,1705,1274,1473,29.191439,201,298,278,172,292,164,157,0,1398.492931,1328.607493,2.118725
1706.688209,60,7609,7228,161,226,297,2147,5801,5794,100,1144.319543,1040.946498,1481,2319,8384,462,214,5247,3913,1933,1837,9.109844,349,460,454,374,245,154,121,0,4988.830975,6000.919993,9.60046
1814.169027,30,3084,3090,157,214,284,868,1948,1964,99.669111,1125.668104,1051.926717,440,1469,2154,172,199,1783,1876,1058,1284,17.761793,203,244,236,200,298,134,127,0,1153.191824,1896.791456,6.578245
1109.410411,192,9363,9276,481,790,609,3391,6437,6114,79.293125,1131.653173,1013.35469,1222,2779,8832,541,795,5409,4873,1378,1114,5.212915,100,840,776,310,167,140,73,0,5372.46472,4543.053557,5.351027
256.797195,0,480,474,6,0,15,135,353,351,75.805208,1079.948689,1066.048005,90,291,356,22,18,295,270,101,68,5.661948,0,62,38,26,17,9,7,0,161.61961,360.161373,-2.636868
777.493728,120,6141,5996,484,12,134,1295,4473,4798,20.375249,1142.859439,1105.892807,1542,3609,5001,249,354,4367,4158,1215,1073,6.50106,70,550,430,316,140,107,92,0,3092.755846,3503.824453,5.711898
567.171977,0,3369,3194,123,33,58,908,2497,2596,54.888579,1106.26614,1050.300044,805,928,3832,184,55,2541,1264,512,391,4.293401,26,372,148,90,73,60,49,0,1809.098459,2701.059409,0.978532
1040.640589,129,6035,5957,264,32,136,1606,4221,4577,46.164341,1144.934973,1082.598972,1270,2476,5658,272,353,4462,3437,859,629,3.927323,30,520,468,224,144,84,81,0,3268.14133,3526.570619,13.69667
2236.4553,104,12542,11917,252,235,632,3622,10147,9118,100,1130.217018,1066.045072,2303,8728,8517,831,932,7059,12372,10306,11773,37.654321,1803,2392,1742,1616,2511,1953,1409,0,5796.030582,6582.135554,6.278458
1757.948433,79,6720,6359,330,300,275,2053,5787,5141,96.531343,1109.780089,1040.853787,1008,3402,5524,434,214,4016,7587,6683,8140,47.353112,1274,1564,1200,954,1579,1061,645,0,4584.258179,1947.252942,8.646367
3622.007692,104,3673,3579,87,74,432,956,2265,2252,100,1120.608689,1073.12963,448,2735,1840,219,225,1946,2832,2305,2636,31.633265,370,800,444,204,520,383,174,0,1692.123902,1471.637821,3.195106
548.851036,120,1753,1628,172,9,6,319,1580,1542,11.836825,1134.473425,1084.399763,592,667,2215,103,0,1346,1570,1157,1383,24.148769,160,334,170,160,220,115,95,0,1958.325045,1573.449164,15.928913
2298.437052,0,8974,8341,40,285,81,2254,7285,7659,75.262437,1111.359598,1040.260544,2771,2954,9150,710,33,7764,9679,7399,8304,29.907081,1159,1854,1850,1118,871,741,531,0,5925.417644,7972.849927,7.344929
